k,t,target_x,target_y,target_vx,target_vy,target_speed,axis_x,axis_y,axis_vx,axis_vy,axis_a,galvo_x,galvo_y,galvo_vx,galvo_vy,galvo_speed,synth_x,synth_y,synth_vx,synth_vy,error_x,error_y,error_vx,error_vy,galvo_in_square,galvo_speed_ok,axis_ok,laser_command,laser_on
79,0.079,5.133574007220217,0.0,65.0,0.0,65.0,4.85098234486871,0.0,58.961091091377746,0.0,-34.36901901957962,0.282591662351507,0.0,6.038908908622254,0.0,6.038908908622254,5.133574007220217,0.0,65.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1
80,0.08,5.1985559566787005,0.0,65.0,0.0,65.0,4.909926251450578,0.0,58.92672207235817,0.0,-33.447244848913726,0.28862970522812237,0.0,6.073277927641833,0.0,6.073277927641833,5.1985559566787005,0.0,65.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1
81,0.081,5.263537906137184,0.0,65.0,0.0,65.0,4.968836249900511,0.0,58.89327482750925,0.0,-32.53126192064029,0.2947016562366729,0.0,6.106725172490748,0.0,6.106725172490748,5.263537906137184,0.0,65.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1
82,0.082,5.328519855595667,0.0,65.0,0.0,65.0,5.027713259097061,0.0,58.86074356558861,0.0,-31.62110207688516,0.30080659649860664,0.0,6.1392564344113865,0.0,6.1392564344113865,5.328519855595667,0.0,65.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1
83,0.083,5.393501805054151,0.0,65.0,0.0,65.0,5.086558192111611,0.0,58.82912246351173,0.0,-30.716796285177388,0.3069436129425398,0.0,6.17087753648827,0.0,6.17087753648827,5.393501805054151,0.0,65.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1
84,0.084,5.458483754512635,0.0,65.0,0.0,65.0,5.14537195617698,0.0,58.798405667226554,0.0,-29.818374644018228,0.3131117983356546,0.0,6.201594332773446,0.0,6.201594332773446,5.458483754512635,0.0,65.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1
85,0.085,5.523465703971119,0.0,65.0,0.0,65.0,5.2041554526568845,0.0,58.76858729258254,0.0,-28.925866388479715,0.3193102513142341,0.0,6.231412707417462,0.0,6.231412707417462,5.523465703971119,0.0,65.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1
86,0.08600000000000001,5.588447653429603,0.0,65.0,0.0,65.0,5.262909577016273,0.0,58.73966142619406,0.0,-28.039299895832325,0.32553807641333066,0.0,6.260338573805939,0.0,6.260338573805939,5.588447653429603,0.0,65.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1
87,0.08700000000000001,5.653429602888087,0.0,65.0,0.0,65.0,5.321635218792519,0.0,58.71162212629823,0.0,-27.15870269119933,0.33179438409556816,0.0,6.288377873701769,0.0,6.288377873701769,5.653429602888087,0.0,65.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1
88,0.088,5.718411552346571,0.0,65.0,0.0,65.0,5.380333261567472,0.0,58.684463423607035,0.0,-26.284101453239188,0.3380782907790989,0.0,6.315536576392965,0.0,6.315536576392965,5.718411552346571,0.0,65.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1
89,0.089,5.783393501805055,0.0,65.0,0.0,65.0,5.439004582940353,0.0,58.65817932215379,0.0,-25.41552201985353,0.344388918864702,0.0,6.341820677846208,0.0,6.341820677846208,5.783393501805055,0.0,65.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1
90,0.09,5.848375451263538,0.0,65.0,0.0,65.0,5.497650054501497,0.0,58.63276380013394,0.0,-24.55298939392104,0.3507253967620416,0.0,6.367236199866063,0.0,6.367236199866063,5.848375451263538,0.0,65.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1
